transact_no,symbol,buyer_broker,seller_broker,quantity,rate,amount,date
2026042401037796,PCBL,62,13,20,243.00,4860.00,2026-04-24
2026042401037763,PCBL,52,8,1008,242.50,244440.00,2026-04-24
2026042401037681,PCBL,99,1,1118,243.40,272121.20,2026-04-24
2026042401037680,PCBL,99,26,1000,243.30,243300.00,2026-04-24
2026042701043815,PCBL,22,43,25,244.00,6100.00,2026-04-27
2026042701043814,PCBL,22,42,75,243.40,18255.00,2026-04-27
2026042701043813,PCBL,22,45,50,243.30,12165.00,2026-04-27
2026042701043420,PCBL,62,48,106,243.00,25758.00,2026-04-27
2026042701043320,PCBL,58,47,10,243.10,2431.00,2026-04-27
2026042701043272,PCBL,62,35,50,243.00,12150.00,2026-04-27
2026042701008201,PCBL,14,26,80,243.00,19440.00,2026-04-27
2026042701008076,PCBL,14,11,20,243.00,4860.00,2026-04-27
2026042701010442,PCBL,52,4,80,241.20,19296.00,2026-04-27
2026042701009134,PCBL,58,11,15,241.00,3615.00,2026-04-27
2026042701008658,PCBL,58,45,75,241.00,18075.00,2026-04-27
2026042701008657,PCBL,14,45,48,241.10,11572.80,2026-04-27
2026042701008656,PCBL,48,45,93,241.20,22431.60,2026-04-27
2026042701008383,PCBL,45,26,200,243.90,48780.00,2026-04-27
2026042701012083,PCBL,17,54,51,242.00,12342.00,2026-04-27
2026042701012076,PCBL,47,19,20,243.50,4870.00,2026-04-27
2026042701012075,PCBL,47,35,50,243.50,12175.00,2026-04-27
2026042701012059,PCBL,17,58,20,242.00,4840.00,2026-04-27
2026042701012058,PCBL,17,7,16,242.00,3872.00,2026-04-27
2026042701010670,PCBL,52,26,20,241.20,4824.00,2026-04-27
2026042701013519,PCBL,54,4,10,241.50,2415.00,2026-04-27
2026042701013137,PCBL,22,19,10,243.50,2435.00,2026-04-27
2026042701013136,PCBL,22,77,20,243.00,4860.00,2026-04-27
2026042701013135,PCBL,22,45,200,243.00,48600.00,2026-04-27
2026042701013108,PCBL,17,4,30,242.00,7260.00,2026-04-27
2026042701012617,PCBL,17,36,11,242.00,2662.00,2026-04-27
2026042701017018,PCBL,41,6,33,242.00,7986.00,2026-04-27
2026042701015939,PCBL,41,50,960,242.00,232320.00,2026-04-27
2026042701015938,PCBL,82,50,300,242.00,72600.00,2026-04-27
2026042701015937,PCBL,74,50,1990,242.00,481580.00,2026-04-27
2026042701015936,PCBL,32,50,50,242.10,12105.00,2026-04-27
2026042701014473,PCBL,74,16,10,242.00,2420.00,2026-04-27
2026042701019085,PCBL,42,22,300,242.10,72630.00,2026-04-27
2026042701018849,PCBL,14,32,21,241.50,5071.50,2026-04-27
2026042701018779,PCBL,49,32,14,242.00,3388.00,2026-04-27
2026042701018729,PCBL,42,32,25,242.50,6062.50,2026-04-27
2026042701017785,PCBL,58,19,45,243.00,10935.00,2026-04-27
2026042701017780,PCBL,49,42,16,242.00,3872.00,2026-04-27
2026042701020311,PCBL,49,19,100,243.00,24300.00,2026-04-27
2026042701019511,PCBL,58,14,20,242.00,4840.00,2026-04-27
2026042701019458,PCBL,58,45,208,241.60,50252.80,2026-04-27
2026042701019402,PCBL,45,19,1000,243.00,243000.00,2026-04-27
2026042701019347,PCBL,45,21,31,242.50,7517.50,2026-04-27
2026042701019218,PCBL,77,22,700,242.00,169400.00,2026-04-27
2026042701021785,PCBL,77,57,21,242.00,5082.00,2026-04-27
2026042701021540,PCBL,13,13,100,242.10,24210.00,2026-04-27
2026042701021219,PCBL,77,19,224,242.00,54208.00,2026-04-27
2026042701021151,PCBL,58,19,232,241.80,56097.60,2026-04-27
2026042701020803,PCBL,58,54,350,241.80,84630.00,2026-04-27
2026042701020388,PCBL,36,38,32,241.70,7734.40,2026-04-27
2026042701022559,PCBL,14,41,20,243.00,4860.00,2026-04-27
2026042701022558,PCBL,14,57,30,242.80,7284.00,2026-04-27
2026042701022557,PCBL,14,34,100,242.70,24270.00,2026-04-27
2026042701022556,PCBL,14,13,309,242.10,74808.90,2026-04-27
2026042701022429,PCBL,77,16,108,242.00,26136.00,2026-04-27
2026042701021854,PCBL,77,50,80,242.00,19360.00,2026-04-27
2026042701027071,PCBL,1,17,20,242.40,4848.00,2026-04-27
2026042701027026,PCBL,1,11,24,242.40,5817.60,2026-04-27
2026042701025541,PCBL,45,49,76,242.30,18414.80,2026-04-27
2026042701024619,PCBL,58,11,108,242.20,26157.60,2026-04-27
2026042701022718,PCBL,14,11,48,242.10,11620.80,2026-04-27
2026042701022560,PCBL,14,41,1000,243.00,243000.00,2026-04-27
2026042701027768,PCBL,14,42,20,242.80,4856.00,2026-04-27
2026042701027767,PCBL,14,36,34,242.80,8255.20,2026-04-27
2026042701027766,PCBL,14,35,24,242.80,5827.20,2026-04-27
2026042701027765,PCBL,14,74,394,242.40,95505.60,2026-04-27
2026042701027716,PCBL,74,74,500,242.40,121200.00,2026-04-27
2026042701027715,PCBL,1,74,156,242.40,37814.40,2026-04-27
2026042701028680,PCBL,14,32,60,243.00,14580.00,2026-04-27
2026042701028347,PCBL,13,32,100,243.00,24300.00,2026-04-27
2026042701027772,PCBL,14,13,100,243.00,24300.00,2026-04-27
2026042701027771,PCBL,14,43,195,243.00,47385.00,2026-04-27
2026042701027770,PCBL,14,13,2000,243.00,486000.00,2026-04-27
2026042701027769,PCBL,14,28,127,242.90,30848.30,2026-04-27
2026042701028686,PCBL,14,26,100,243.50,24350.00,2026-04-27
2026042701028685,PCBL,14,19,32,243.50,7792.00,2026-04-27
2026042701028684,PCBL,14,57,20,243.40,4868.00,2026-04-27
2026042701028683,PCBL,14,45,200,243.30,48660.00,2026-04-27
2026042701028682,PCBL,14,43,25,243.00,6075.00,2026-04-27
2026042701028681,PCBL,14,41,291,243.00,70713.00,2026-04-27
2026042701028947,PCBL,36,53,328,243.90,79999.20,2026-04-27
2026042701028709,PCBL,14,32,1807,243.50,440004.50,2026-04-27
2026042701028690,PCBL,14,57,500,243.50,121750.00,2026-04-27
2026042701028689,PCBL,14,57,500,243.50,121750.00,2026-04-27
2026042701028688,PCBL,14,34,100,243.50,24350.00,2026-04-27
2026042701028687,PCBL,14,26,500,243.50,121750.00,2026-04-27
2026042701030647,PCBL,14,4,18,244.00,4392.00,2026-04-27
2026042701030081,PCBL,45,56,124,244.00,30256.00,2026-04-27
2026042701029691,PCBL,14,13,2000,244.00,488000.00,2026-04-27
2026042701029279,PCBL,42,62,182,244.50,44499.00,2026-04-27
2026042701029278,PCBL,42,43,48,244.40,11731.20,2026-04-27
2026042701029277,PCBL,42,67,20,244.00,4880.00,2026-04-27
2026042701031921,PCBL,14,35,100,244.30,24430.00,2026-04-27
2026042701031920,PCBL,14,14,200,244.10,48820.00,2026-04-27
2026042701031862,PCBL,14,13,25,244.00,6100.00,2026-04-27
2026042701031672,PCBL,14,56,126,244.00,30744.00,2026-04-27
2026042701031515,PCBL,58,14,50,244.10,12205.00,2026-04-27
2026042701030807,PCBL,14,6,20,244.00,4880.00,2026-04-27
2026042701031927,PCBL,14,26,500,244.90,122450.00,2026-04-27
2026042701031926,PCBL,14,51,1060,244.80,259488.00,2026-04-27
2026042701031925,PCBL,14,42,10,244.70,2447.00,2026-04-27
2026042701031924,PCBL,14,32,162,244.50,39609.00,2026-04-27
2026042701031923,PCBL,14,62,318,244.50,77751.00,2026-04-27
2026042701031922,PCBL,14,44,100,244.30,24430.00,2026-04-27
2026042701033652,PCBL,14,42,15,244.00,3660.00,2026-04-27
2026042701033463,PCBL,14,11,309,244.00,75396.00,2026-04-27
2026042701031970,PCBL,14,42,250,244.00,61000.00,2026-04-27
2026042701031930,PCBL,14,43,26,245.00,6370.00,2026-04-27
2026042701031929,PCBL,14,43,648,245.00,158760.00,2026-04-27
2026042701031928,PCBL,14,1,1340,245.00,328300.00,2026-04-27
2026042701034640,PCBL,14,45,116,244.00,28304.00,2026-04-27
2026042701034587,PCBL,14,34,1126,244.00,274744.00,2026-04-27
2026042701034586,PCBL,35,34,874,244.10,213343.40,2026-04-27
2026042701034300,PCBL,35,42,10,244.10,2441.00,2026-04-27
2026042701034174,PCBL,35,54,116,244.10,28315.60,2026-04-27
2026042701033819,PCBL,14,38,108,244.00,26352.00,2026-04-27
2026042701035248,PCBL,51,74,948,243.80,231122.40,2026-04-27
2026042701035200,PCBL,51,7,20,243.80,4876.00,2026-04-27
2026042701035199,PCBL,36,7,172,243.90,41950.80,2026-04-27
2026042701035037,PCBL,38,36,50,244.00,12200.00,2026-04-27
2026042701035036,PCBL,14,36,37,244.00,9028.00,2026-04-27
2026042701034966,PCBL,14,34,500,244.00,122000.00,2026-04-27
2026042701038393,PCBL,36,13,80,243.10,19448.00,2026-04-27
2026042701038360,PCBL,36,7,170,243.10,41327.00,2026-04-27
2026042701037857,PCBL,57,65,35,243.50,8522.50,2026-04-27
2026042701037335,PCBL,87,65,122,244.00,29768.00,2026-04-27
2026042701037334,PCBL,87,36,13,244.00,3172.00,2026-04-27
2026042701037136,PCBL,51,13,1032,243.80,251601.60,2026-04-27
2026042701039657,PCBL,62,57,1000,243.00,243000.00,2026-04-27
2026042701039583,PCBL,62,52,235,243.00,57105.00,2026-04-27
2026042701039582,PCBL,34,52,50,243.00,12150.00,2026-04-27
2026042701039531,PCBL,34,21,50,243.00,12150.00,2026-04-27
2026042701039100,PCBL,36,57,718,243.10,174545.80,2026-04-27
2026042701038948,PCBL,57,65,15,243.50,3652.50,2026-04-27
2026042701041225,PCBL,22,38,90,243.10,21879.00,2026-04-27
2026042701041116,PCBL,22,4,50,243.10,12155.00,2026-04-27
2026042701040805,PCBL,22,34,626,243.10,152180.60,2026-04-27
2026042701040591,PCBL,22,65,160,243.10,38896.00,2026-04-27
2026042701039939,PCBL,62,21,50,243.00,12150.00,2026-04-27
2026042701039768,PCBL,42,34,190,243.40,46246.00,2026-04-27
2026042701041937,PCBL,62,35,50,243.00,12150.00,2026-04-27
2026042701041553,PCBL,62,22,600,243.00,145800.00,2026-04-27
2026042701041517,PCBL,22,47,10,243.10,2431.00,2026-04-27
2026042701041489,PCBL,22,47,10,243.10,2431.00,2026-04-27
2026042701041423,PCBL,22,8,27,243.10,6563.70,2026-04-27
2026042701041280,PCBL,22,32,24,243.10,5834.40,2026-04-27
2026042701042743,PCBL,62,49,1264,243.00,307152.00,2026-04-27
2026042701042657,PCBL,62,47,10,243.00,2430.00,2026-04-27
2026042701042554,PCBL,62,16,50,243.00,12150.00,2026-04-27
2026042701042324,PCBL,62,34,374,243.00,90882.00,2026-04-27
2026042701042323,PCBL,41,34,50,243.10,12155.00,2026-04-27
2026042701042136,PCBL,41,47,10,243.10,2431.00,2026-04-27
2026042801110714,PCBL,7,34,52,241.50,12558.00,2026-04-28
2026042801109346,PCBL,17,19,362,240.70,87133.40,2026-04-28
2026042801109345,PCBL,45,19,138,240.80,33230.40,2026-04-28
2026042801109059,PCBL,22,34,60,241.50,14490.00,2026-04-28
2026042801109058,PCBL,22,57,10,241.40,2414.00,2026-04-28
2026042801109026,PCBL,35,22,40,240.90,9636.00,2026-04-28
2026042801013392,PCBL,65,26,150,244.00,36600.00,2026-04-28
2026042801013153,PCBL,65,4,40,244.00,9760.00,2026-04-28
2026042801013062,PCBL,19,18,1,241.00,241.00,2026-04-28
2026042801011891,PCBL,49,58,200,244.50,48900.00,2026-04-28
2026042801009970,PCBL,65,58,10,244.00,2440.00,2026-04-28
2026042801022082,PCBL,45,76,14,243.50,3409.00,2026-04-28
2026042801022051,PCBL,58,76,40,243.50,9740.00,2026-04-28
2026042801019977,PCBL,57,54,100,243.40,24340.00,2026-04-28
2026042801019865,PCBL,57,13,50,243.40,12170.00,2026-04-28
2026042801017391,PCBL,57,47,302,243.40,73506.80,2026-04-28
2026042801013393,PCBL,32,26,350,243.30,85155.00,2026-04-28
2026042801030881,PCBL,57,45,16,243.50,3896.00,2026-04-28
2026042801027134,PCBL,57,36,212,243.40,51600.80,2026-04-28
2026042801027133,PCBL,56,36,13,243.50,3165.50,2026-04-28
2026042801023765,PCBL,57,71,40,243.40,9736.00,2026-04-28
2026042801022426,PCBL,45,76,22,243.50,5357.00,2026-04-28
2026042801022221,PCBL,45,76,500,243.50,121750.00,2026-04-28
2026042801037692,PCBL,58,34,60,243.90,14634.00,2026-04-28
2026042801032610,PCBL,19,1,2,237.00,474.00,2026-04-28
2026042801032170,PCBL,58,34,41,244.00,10004.00,2026-04-28
2026042801031763,PCBL,57,46,24,243.50,5844.00,2026-04-28
2026042801031410,PCBL,58,34,986,244.00,240584.00,2026-04-28
2026042801031409,PCBL,58,45,14,244.00,3416.00,2026-04-28
2026042801044170,PCBL,58,34,78,243.90,19024.20,2026-04-28
2026042801041504,PCBL,57,17,49,243.40,11926.60,2026-04-28
2026042801041503,PCBL,42,17,62,243.50,15097.00,2026-04-28
2026042801041502,PCBL,58,17,20,243.60,4872.00,2026-04-28
2026042801041501,PCBL,42,17,20,243.60,4872.00,2026-04-28
2026042801039755,PCBL,45,34,440,243.90,107316.00,2026-04-28
2026042801049701,PCBL,17,35,33,243.10,8022.30,2026-04-28
2026042801049441,PCBL,32,35,37,243.30,9002.10,2026-04-28
2026042801048120,PCBL,32,4,113,243.30,27492.90,2026-04-28
2026042801047389,PCBL,65,22,20,243.50,4870.00,2026-04-28
2026042801045796,PCBL,65,47,10,243.50,2435.00,2026-04-28
2026042801044858,PCBL,13,34,240,243.90,58536.00,2026-04-28
2026042801053605,PCBL,44,40,2246,243.00,545778.00,2026-04-28
2026042801053576,PCBL,44,39,726,243.00,176418.00,2026-04-28
2026042801053575,PCBL,52,39,40,243.10,9724.00,2026-04-28
2026042801053574,PCBL,49,39,80,243.10,19448.00,2026-04-28
2026042801053573,PCBL,56,39,54,243.10,13127.40,2026-04-28
2026042801051791,PCBL,56,44,16,243.10,3889.60,2026-04-28
2026042801056938,PCBL,20,58,23,242.50,5577.50,2026-04-28
2026042801056873,PCBL,53,60,300,243.00,72900.00,2026-04-28
2026042801056872,PCBL,11,60,50,243.00,12150.00,2026-04-28
2026042801056871,PCBL,6,60,40,243.00,9720.00,2026-04-28
2026042801056870,PCBL,44,60,28,243.00,6804.00,2026-04-28
2026042801054388,PCBL,44,34,2000,243.00,486000.00,2026-04-28
2026042801059020,PCBL,17,58,200,242.00,48400.00,2026-04-28
2026042801059019,PCBL,42,58,60,242.00,14520.00,2026-04-28
2026042801059018,PCBL,20,58,2928,242.50,710040.00,2026-04-28
2026042801058216,PCBL,20,56,19,242.50,4607.50,2026-04-28
2026042801057441,PCBL,20,8,30,242.50,7275.00,2026-04-28
2026042801057417,PCBL,57,60,50,243.00,12150.00,2026-04-28
2026042801059158,PCBL,13,58,189,242.00,45738.00,2026-04-28
2026042801059025,PCBL,6,58,500,242.00,121000.00,2026-04-28
2026042801059024,PCBL,11,58,50,242.00,12100.00,2026-04-28
2026042801059023,PCBL,82,58,300,242.00,72600.00,2026-04-28
2026042801059022,PCBL,82,58,100,242.00,24200.00,2026-04-28
2026042801059021,PCBL,17,58,779,242.00,188518.00,2026-04-28
2026042801062388,PCBL,20,34,182,241.50,43953.00,2026-04-28
2026042801061738,PCBL,20,34,2000,241.50,483000.00,2026-04-28
2026042801060674,PCBL,14,58,100,242.00,24200.00,2026-04-28
2026042801060598,PCBL,58,58,20,242.00,4840.00,2026-04-28
2026042801060123,PCBL,20,63,800,241.50,193200.00,2026-04-28
2026042801059362,PCBL,20,56,12,241.50,2898.00,2026-04-28
2026042801063240,PCBL,38,34,50,241.00,12050.00,2026-04-28
2026042801063239,PCBL,6,34,50,241.00,12050.00,2026-04-28
2026042801063238,PCBL,53,34,60,241.00,14460.00,2026-04-28
2026042801063237,PCBL,25,34,667,241.00,160747.00,2026-04-28
2026042801063236,PCBL,35,34,50,241.00,12050.00,2026-04-28
2026042801063235,PCBL,8,34,54,241.00,13014.00,2026-04-28
2026042801069694,PCBL,45,34,500,241.90,120950.00,2026-04-28
2026042801064979,PCBL,29,58,10,242.00,2420.00,2026-04-28
2026042801064877,PCBL,32,3,38,240.80,9150.40,2026-04-28
2026042801064876,PCBL,14,3,81,241.00,19521.00,2026-04-28
2026042801063242,PCBL,14,34,19,241.00,4579.00,2026-04-28
2026042801063241,PCBL,11,34,50,241.00,12050.00,2026-04-28
2026042801074146,PCBL,36,34,40,242.00,9680.00,2026-04-28
2026042801070446,PCBL,45,38,129,242.00,31218.00,2026-04-28
2026042801070445,PCBL,45,42,224,242.00,54208.00,2026-04-28
2026042801070385,PCBL,45,42,78,242.00,18876.00,2026-04-28
2026042801070384,PCBL,45,38,158,242.00,38236.00,2026-04-28
2026042801070383,PCBL,45,58,764,242.00,184888.00,2026-04-28
2026042801081327,PCBL,11,34,1000,241.20,241200.00,2026-04-28
2026042801076290,PCBL,1,14,10,242.40,2424.00,2026-04-28
2026042801076043,PCBL,42,49,11,241.10,2652.10,2026-04-28
2026042801074715,PCBL,1,14,10,242.50,2425.00,2026-04-28
2026042801074326,PCBL,42,34,27,241.10,6509.70,2026-04-28
2026042801074147,PCBL,49,34,21,242.00,5082.00,2026-04-28
2026042801082078,PCBL,14,34,50,241.00,12050.00,2026-04-28
2026042801082077,PCBL,11,34,50,241.00,12050.00,2026-04-28
2026042801082076,PCBL,38,34,470,241.00,113270.00,2026-04-28
2026042801081954,PCBL,38,4,50,241.00,12050.00,2026-04-28
2026042801081624,PCBL,59,34,988,241.10,238206.80,2026-04-28
2026042801081623,PCBL,42,34,12,241.10,2893.20,2026-04-28
2026042801085339,PCBL,49,42,16,241.00,3856.00,2026-04-28
2026042801085021,PCBL,49,35,34,241.00,8194.00,2026-04-28
2026042801085020,PCBL,34,35,70,241.00,16870.00,2026-04-28
2026042801083964,PCBL,59,59,4,235.00,940.00,2026-04-28
2026042801083900,PCBL,59,50,5,235.00,1175.00,2026-04-28
2026042801082584,PCBL,34,34,430,241.00,103630.00,2026-04-28
2026042801087221,PCBL,59,39,16,242.00,3872.00,2026-04-28
2026042801087220,PCBL,59,42,84,241.90,20319.60,2026-04-28
2026042801087112,PCBL,45,22,1277,240.80,307501.60,2026-04-28
2026042801087038,PCBL,43,22,138,240.80,33230.40,2026-04-28
2026042801086784,PCBL,32,22,962,240.80,231649.60,2026-04-28
2026042801086344,PCBL,4,22,200,240.90,48180.00,2026-04-28
2026042801097229,PCBL,59,45,310,241.00,74710.00,2026-04-28
2026042801095855,PCBL,29,34,43,241.50,10384.50,2026-04-28
2026042801094359,PCBL,59,34,455,241.00,109655.00,2026-04-28
2026042801089862,PCBL,36,34,45,241.90,10885.50,2026-04-28
2026042801087223,PCBL,59,22,50,242.00,12100.00,2026-04-28
2026042801087222,PCBL,59,42,100,242.00,24200.00,2026-04-28
2026042801100255,PCBL,1,57,30,241.40,7242.00,2026-04-28
2026042801099833,PCBL,47,57,20,241.00,4820.00,2026-04-28
2026042801099496,PCBL,47,49,245,241.00,59045.00,2026-04-28
2026042801097256,PCBL,25,49,500,241.00,120500.00,2026-04-28
2026042801097255,PCBL,57,49,220,241.00,53020.00,2026-04-28
2026042801097254,PCBL,59,49,235,241.00,56635.00,2026-04-28
2026042801104719,PCBL,47,19,515,241.00,124115.00,2026-04-28
2026042801104248,PCBL,47,8,700,241.00,168700.00,2026-04-28
2026042801103463,PCBL,47,57,20,241.00,4820.00,2026-04-28
2026042801103384,PCBL,42,34,200,241.50,48300.00,2026-04-28
2026042801103053,PCBL,47,8,2500,241.00,602500.00,2026-04-28
2026042801100256,PCBL,1,34,70,241.50,16905.00,2026-04-28
2026042801106967,PCBL,49,34,23,241.50,5554.50,2026-04-28
2026042801106966,PCBL,49,57,20,241.40,4828.00,2026-04-28
2026042801106435,PCBL,59,52,8,240.00,1920.00,2026-04-28
2026042801105516,PCBL,10,21,20,241.00,4820.00,2026-04-28
2026042801104721,PCBL,58,19,35,241.00,8435.00,2026-04-28
2026042801104720,PCBL,53,19,50,241.00,12050.00,2026-04-28
2026042801108754,PCBL,35,19,660,240.90,158994.00,2026-04-28
2026042801108753,PCBL,34,19,40,241.00,9640.00,2026-04-28
2026042801108481,PCBL,1,57,10,241.40,2414.00,2026-04-28
2026042801108232,PCBL,34,19,160,241.00,38560.00,2026-04-28
2026042801108231,PCBL,62,19,10,241.00,2410.00,2026-04-28
2026042801108230,PCBL,10,19,30,241.00,7230.00,2026-04-28
2026042901067545,PCBL,43,32,24,238.90,5733.60,2026-04-29
2026042901067134,PCBL,34,32,10,238.90,2389.00,2026-04-29
2026042901067107,PCBL,53,32,10,238.90,2389.00,2026-04-29
2026042901067050,PCBL,47,32,40,238.90,9556.00,2026-04-29
2026042901066911,PCBL,34,14,180,238.10,42858.00,2026-04-29
2026042901066910,PCBL,51,14,10,238.10,2381.00,2026-04-29
2026042901005602,PCBL,58,57,50,240.00,12000.00,2026-04-29
2026042901003671,PCBL,25,34,35,243.00,8505.00,2026-04-29
2026042901003552,PCBL,25,13,25,243.00,6075.00,2026-04-29
2026042901003490,PCBL,13,53,10,240.00,2400.00,2026-04-29
2026042901003408,PCBL,53,44,10,240.00,2400.00,2026-04-29
2026042901001708,PCBL,57,57,500,242.00,121000.00,2026-04-29
2026042901007641,PCBL,45,32,30,242.40,7272.00,2026-04-29
2026042901007640,PCBL,45,47,80,242.40,19392.00,2026-04-29
2026042901007639,PCBL,45,57,40,242.40,9696.00,2026-04-29
2026042901007360,PCBL,29,57,10,242.40,2424.00,2026-04-29
2026042901007333,PCBL,45,42,10,242.00,2420.00,2026-04-29
2026042901006847,PCBL,43,29,50,238.10,11905.00,2026-04-29
2026042901014935,PCBL,45,38,61,239.00,14579.00,2026-04-29
2026042901014054,PCBL,45,49,16,239.00,3824.00,2026-04-29
2026042901013686,PCBL,45,42,23,239.00,5497.00,2026-04-29
2026042901008833,PCBL,21,34,11,242.50,2667.50,2026-04-29
2026042901008012,PCBL,45,48,210,242.00,50820.00,2026-04-29
2026042901007642,PCBL,45,34,850,242.50,206125.00,2026-04-29
2026042901018992,PCBL,6,17,300,239.20,71760.00,2026-04-29
2026042901018991,PCBL,58,17,200,239.50,47900.00,2026-04-29
2026042901018730,PCBL,58,39,300,239.50,71850.00,2026-04-29
2026042901018323,PCBL,6,34,500,240.00,120000.00,2026-04-29
2026042901017524,PCBL,45,48,161,240.50,38720.50,2026-04-29
2026042901014936,PCBL,17,38,51,239.00,12189.00,2026-04-29
2026042901023182,PCBL,17,35,10,240.00,2400.00,2026-04-29
2026042901023061,PCBL,6,1,100,239.20,23920.00,2026-04-29
2026042901022971,PCBL,17,22,80,240.00,19200.00,2026-04-29
2026042901021473,PCBL,49,14,208,241.00,50128.00,2026-04-29
2026042901021032,PCBL,49,34,192,240.00,46080.00,2026-04-29
2026042901019462,PCBL,6,40,60,239.20,14352.00,2026-04-29
2026042901024179,PCBL,17,22,90,239.70,21573.00,2026-04-29
2026042901023974,PCBL,17,14,42,240.00,10080.00,2026-04-29
2026042901023930,PCBL,17,74,77,239.20,18418.40,2026-04-29
2026042901023929,PCBL,6,74,40,239.20,9568.00,2026-04-29
2026042901023471,PCBL,17,14,100,240.00,24000.00,2026-04-29
2026042901023355,PCBL,17,14,23,240.00,5520.00,2026-04-29
2026042901025532,PCBL,62,14,30,239.10,7173.00,2026-04-29
2026042901025531,PCBL,62,14,61,239.10,14585.10,2026-04-29
2026042901024608,PCBL,62,59,339,239.10,81054.90,2026-04-29
2026042901024607,PCBL,16,59,100,239.10,23910.00,2026-04-29
2026042901024435,PCBL,6,59,500,239.20,119600.00,2026-04-29
2026042901024434,PCBL,17,59,61,239.20,14591.20,2026-04-29
2026042901025538,PCBL,17,14,50,239.00,11950.00,2026-04-29
2026042901025537,PCBL,17,14,50,239.00,11950.00,2026-04-29
2026042901025536,PCBL,4,14,300,239.00,71700.00,2026-04-29
2026042901025535,PCBL,49,14,62,239.00,14818.00,2026-04-29
2026042901025534,PCBL,28,14,150,239.00,35850.00,2026-04-29
2026042901025533,PCBL,17,14,49,239.00,11711.00,2026-04-29
2026042901025685,PCBL,21,56,30,238.50,7155.00,2026-04-29
2026042901025684,PCBL,14,56,10,238.90,2389.00,2026-04-29
2026042901025542,PCBL,17,14,38,239.00,9082.00,2026-04-29
2026042901025541,PCBL,14,14,20,239.00,4780.00,2026-04-29
2026042901025540,PCBL,17,14,40,239.00,9560.00,2026-04-29
2026042901025539,PCBL,17,14,142,239.00,33938.00,2026-04-29
2026042901025691,PCBL,50,56,150,238.10,35715.00,2026-04-29
2026042901025690,PCBL,43,56,60,238.10,14286.00,2026-04-29
2026042901025689,PCBL,5,56,230,238.30,54809.00,2026-04-29
2026042901025688,PCBL,34,56,500,238.40,119200.00,2026-04-29
2026042901025687,PCBL,39,56,120,238.40,28608.00,2026-04-29
2026042901025686,PCBL,44,56,200,238.50,47700.00,2026-04-29
2026042901025697,PCBL,53,56,10,238.00,2380.00,2026-04-29
2026042901025696,PCBL,11,56,300,238.00,71400.00,2026-04-29
2026042901025695,PCBL,35,56,65,238.00,15470.00,2026-04-29
2026042901025694,PCBL,49,56,2000,238.00,476000.00,2026-04-29
2026042901025693,PCBL,25,56,100,238.00,23800.00,2026-04-29
2026042901025692,PCBL,50,56,208,238.00,49504.00,2026-04-29
2026042901025703,PCBL,56,56,30,238.00,7140.00,2026-04-29
2026042901025702,PCBL,62,56,600,238.00,142800.00,2026-04-29
2026042901025701,PCBL,14,56,10,238.00,2380.00,2026-04-29
2026042901025700,PCBL,25,56,350,238.00,83300.00,2026-04-29
2026042901025699,PCBL,88,56,111,238.00,26418.00,2026-04-29
2026042901025698,PCBL,48,56,420,238.00,99960.00,2026-04-29
2026042901025869,PCBL,65,56,75,237.00,17775.00,2026-04-29
2026042901025868,PCBL,17,56,30,237.00,7110.00,2026-04-29
2026042901025867,PCBL,43,56,300,237.20,71160.00,2026-04-29
2026042901025729,PCBL,17,56,70,238.00,16660.00,2026-04-29
2026042901025705,PCBL,50,56,10,238.00,2380.00,2026-04-29
2026042901025704,PCBL,49,56,100,238.00,23800.00,2026-04-29
2026042901025886,PCBL,17,56,40,237.00,9480.00,2026-04-29
2026042901025874,PCBL,13,56,50,237.00,11850.00,2026-04-29
2026042901025873,PCBL,51,56,4000,237.00,948000.00,2026-04-29
2026042901025872,PCBL,1,56,80,237.00,18960.00,2026-04-29
2026042901025871,PCBL,40,56,60,237.00,14220.00,2026-04-29
2026042901025870,PCBL,36,56,300,237.00,71100.00,2026-04-29
2026042901028787,PCBL,17,56,70,238.00,16660.00,2026-04-29
2026042901028786,PCBL,51,56,50,238.10,11905.00,2026-04-29
2026042901028432,PCBL,82,56,100,238.90,23890.00,2026-04-29
2026042901028128,PCBL,58,56,27,238.90,6450.30,2026-04-29
2026042901026861,PCBL,25,56,60,238.90,14334.00,2026-04-29
2026042901026630,PCBL,17,56,88,238.00,20944.00,2026-04-29
2026042901028793,PCBL,17,56,38,238.00,9044.00,2026-04-29
2026042901028792,PCBL,17,56,38,238.00,9044.00,2026-04-29
2026042901028791,PCBL,17,56,77,238.00,18326.00,2026-04-29
2026042901028790,PCBL,17,56,38,238.00,9044.00,2026-04-29
2026042901028789,PCBL,17,56,138,238.00,32844.00,2026-04-29
2026042901028788,PCBL,58,56,38,238.00,9044.00,2026-04-29
2026042901030442,PCBL,58,56,27,238.90,6450.30,2026-04-29
2026042901030357,PCBL,82,56,300,238.90,71670.00,2026-04-29
2026042901029788,PCBL,42,4,260,238.00,61880.00,2026-04-29
2026042901029262,PCBL,17,26,70,238.00,16660.00,2026-04-29
2026042901029261,PCBL,17,26,78,238.00,18564.00,2026-04-29
2026042901028794,PCBL,17,56,70,238.00,16660.00,2026-04-29
2026042901031717,PCBL,6,62,500,238.00,119000.00,2026-04-29
2026042901031656,PCBL,32,14,10,239.00,2390.00,2026-04-29
2026042901030851,PCBL,25,26,500,238.00,119000.00,2026-04-29
